bar_open_ms,bar_open_utc,date,prev_completed_5m_index_close,spot_5m_low,potential_layers,potential_capital_usd,tier_prices
1770313500000,2026-02-05T17:45:00+00:00,2026-02-05,67096.40369565,66760.59,1,2000.0,66828.01808087|66693.82527348|66559.63246608|66425.43965869|66291.24685130
1770314100000,2026-02-05T17:55:00+00:00,2026-02-05,66626.05,66152.0,2,4000.0,66359.54580000|66226.29370000|66093.04160000|65959.78950000|65826.53740000
1770315300000,2026-02-05T18:15:00+00:00,2026-02-05,66467.32673913,65807.09,3,6000.0,66201.45743217|66068.52277870|65935.58812522|65802.65347174|65669.71881826
1770315600000,2026-02-05T18:20:00+00:00,2026-02-05,65823.23478261,65500.0,1,2000.0,65559.94184348|65428.29537391|65296.64890435|65165.00243478|65033.35596522
1770315900000,2026-02-05T18:25:00+00:00,2026-02-05,66054.735,65586.82,2,4000.0,65790.51606000|65658.40659000|65526.29712000|65394.18765000|65262.07818000
1770316200000,2026-02-05T18:30:00+00:00,2026-02-05,65831.44934783,65503.89,1,2000.0,65568.12355044|65436.46065174|65304.79775305|65173.13485435|65041.47195566
1770317100000,2026-02-05T18:45:00+00:00,2026-02-05,65786.96630435,65385.0,2,4000.0,65523.81843913|65392.24450652|65260.67057392|65129.09664131|64997.52270870
1770318000000,2026-02-05T19:00:00+00:00,2026-02-05,66352.34173913,66036.92,1,2000.0,66086.93237217|65954.22768870|65821.52300522|65688.81832174|65556.11363826
1770319200000,2026-02-05T19:20:00+00:00,2026-02-05,66386.24152174,65880.67,2,4000.0,66120.69655565|65987.92407261|65855.15158957|65722.37910652|65589.60662348
1770319500000,2026-02-05T19:25:00+00:00,2026-02-05,65957.12,65638.3,1,2000.0,65693.29152000|65561.37728000|65429.46304000|65297.54880000|65165.63456000
1770320400000,2026-02-05T19:40:00+00:00,2026-02-05,66017.9423913,65726.87,1,2000.0,65753.87062173|65621.83473695|65489.79885217|65357.76296739|65225.72708260
1770320700000,2026-02-05T19:45:00+00:00,2026-02-05,65809.53282609,65488.52,1,2000.0,65546.29469479|65414.67562913|65283.05656348|65151.43749783|65019.81843218
1770321000000,2026-02-05T19:50:00+00:00,2026-02-05,65531.45434783,65200.0,1,2000.0,65269.32853044|65138.26562174|65007.20271305|64876.13980435|64745.07689566
1770322200000,2026-02-05T20:10:00+00:00,2026-02-05,65621.38282609,65010.0,3,6000.0,65358.89729479|65227.65452913|65096.41176348|64965.16899783|64833.92623218
1770322500000,2026-02-05T20:15:00+00:00,2026-02-05,65046.69608696,64048.0,5,10000.0,64786.50930261|64656.41591044|64526.32251826|64396.22912609|64266.13573392
1770322800000,2026-02-05T20:20:00+00:00,2026-02-05,64289.36004348,63549.92,4,8000.0,64032.20260331|63903.62388322|63775.04516313|63646.46644305|63517.88772296
1770323100000,2026-02-05T20:25:00+00:00,2026-02-05,64109.0079587,63373.0,4,8000.0,63852.57192687|63724.35391095|63596.13589503|63467.91787911|63339.69986320
1770323400000,2026-02-05T20:30:00+00:00,2026-02-05,63943.6563,63409.81,3,6000.0,63687.88167480|63559.99436220|63432.10704960|63304.21973700|63176.33242440
1770323700000,2026-02-05T20:35:00+00:00,2026-02-05,63787.49456087,63147.9,4,8000.0,63532.34458263|63404.76959350|63277.19460438|63149.61961526|63022.04462614
1770324300000,2026-02-05T20:45:00+00:00,2026-02-05,63669.89065217,63146.1,3,6000.0,63415.21108956|63287.87130826|63160.53152695|63033.19174565|62905.85196434
1770324600000,2026-02-05T20:50:00+00:00,2026-02-05,63314.45826087,62556.63,4,8000.0,63061.20042783|62934.57151130|62807.94259478|62681.31367826|62554.68476174
1770325500000,2026-02-05T21:05:00+00:00,2026-02-05,64407.82913043,63935.93,2,4000.0,64150.19781391|64021.38215565|63892.56649739|63763.75083913|63634.93518086
1770325800000,2026-02-05T21:10:00+00:00,2026-02-05,63966.55413043,63399.88,3,6000.0,63710.68791391|63582.75480565|63454.82169739|63326.88858913|63198.95548086
1770326100000,2026-02-05T21:15:00+00:00,2026-02-05,63458.69347826,62925.57,3,6000.0,63204.85870435|63077.94131739|62951.02393043|62824.10654348|62697.18915652
1770326700000,2026-02-05T21:25:00+00:00,2026-02-05,63936.94478261,63380.73,3,6000.0,63681.19700348|63553.32311391|63425.44922435|63297.57533478|63169.70144522
1770327000000,2026-02-05T21:30:00+00:00,2026-02-05,63982.74586957,63479.9,2,4000.0,63726.81488609|63598.84939435|63470.88390261|63342.91841087|63214.95291914
1770327600000,2026-02-05T21:40:00+00:00,2026-02-05,63837.91826087,63536.38,1,2000.0,63582.56658783|63454.89075130|63327.21491478|63199.53907826|63071.86324174
1770328200000,2026-02-05T21:50:00+00:00,2026-02-05,63678.72913043,63141.71,3,6000.0,63424.01421391|63296.65675565|63169.29929739|63041.94183913|62914.58438086
1770328500000,2026-02-05T21:55:00+00:00,2026-02-05,63308.79434783,63030.97,1,2000.0,63055.55917044|62928.94158174|62802.32399305|62675.70640435|62549.08881566
1770329100000,2026-02-05T22:05:00+00:00,2026-02-05,63306.97021739,62711.36,3,6000.0,63053.74233652|62927.12839609|62800.51445565|62673.90051522|62547.28657478
1770329700000,2026-02-05T22:15:00+00:00,2026-02-05,63561.18043478,62690.9,5,10000.0,63306.93571304|63179.81335217|63052.69099130|62925.56863043|62798.44626956
1770330600000,2026-02-05T22:30:00+00:00,2026-02-05,64076.28065217,63681.81,2,4000.0,63819.97552956|63691.82296826|63563.67040695|63435.51784565|63307.36528434
1770331500000,2026-02-05T22:45:00+00:00,2026-02-05,64033.97065217,63707.53,1,2000.0,63777.83476956|63649.76682826|63521.69888695|63393.63094565|63265.56300434
1770332100000,2026-02-05T22:55:00+00:00,2026-02-05,64433.17956522,63879.6,3,6000.0,64175.44684696|64046.58048783|63917.71412870|63788.84776957|63659.98141044
1770332700000,2026-02-05T23:05:00+00:00,2026-02-05,64754.96869565,64357.05,2,4000.0,64495.94882087|64366.43888348|64236.92894608|64107.41900869|63977.90907130
1770333600000,2026-02-05T23:20:00+00:00,2026-02-05,64388.21782609,64043.22,1,2000.0,64130.66495479|64001.88851913|63873.11208348|63744.33564783|63615.55921218
1770334200000,2026-02-05T23:30:00+00:00,2026-02-05,64419.02804348,63951.56,2,4000.0,64161.35193131|64032.51387522|63903.67581913|63774.83776305|63645.99970696
1770334500000,2026-02-05T23:35:00+00:00,2026-02-05,63957.0073913,63487.27,2,4000.0,63701.17936173|63573.26534695|63445.35133217|63317.43731739|63189.52330260
1770334800000,2026-02-05T23:40:00+00:00,2026-02-05,63720.72543478,63459.9,1,2000.0,63465.84253304|63338.40108217|63210.95963130|63083.51818043|62956.07672956
1770335400000,2026-02-05T23:50:00+00:00,2026-02-05,63419.23152174,62840.96,3,6000.0,63165.55459565|63038.71613261|62911.87766957|62785.03920652|62658.20074348
1770335700000,2026-02-05T23:55:00+00:00,2026-02-05,63001.18413043,62717.48,1,2000.0,62749.17939391|62623.17702565|62497.17465739|62371.17228913|62245.16992086
1770336000000,2026-02-06T00:00:00+00:00,2026-02-06,62925.42565217,61967.5,5,10000.0,62673.72394956|62547.87309826|62422.02224695|62296.17139565|62170.32054434
1770336300000,2026-02-06T00:05:00+00:00,2026-02-06,62298.83913043,61100.0,5,10000.0,62049.64377391|61925.04609565|61800.44841739|61675.85073913|61551.25306086
1770336600000,2026-02-06T00:10:00+00:00,2026-02-06,61448.36826087,60100.0,5,10000.0,61202.57478783|61079.67805130|60956.78131478|60833.88457826|60710.98784174
1770336900000,2026-02-06T00:15:00+00:00,2026-02-06,60321.57086957,60000.0,1,2000.0,60080.28458609|59959.64144435|59838.99830261|59718.35516087|59597.71201914
1770338400000,2026-02-06T00:40:00+00:00,2026-02-06,63228.07021739,62707.87,3,6000.0,62975.15793652|62848.70179609|62722.24565565|62595.78951522|62469.33337478
1770338700000,2026-02-06T00:45:00+00:00,2026-02-06,62950.18173913,62513.63,2,4000.0,62698.38101217|62572.48064870|62446.58028522|62320.67992174|62194.77955826
1770339300000,2026-02-06T00:55:00+00:00,2026-02-06,63824.35347826,63329.69,2,4000.0,63569.05606435|63441.40735739|63313.75865043|63186.10994348|63058.46123652
1770339900000,2026-02-06T01:05:00+00:00,2026-02-06,64245.29934783,63960.0,1,2000.0,63988.31815044|63859.82755174|63731.33695305|63602.84635435|63474.35575566
1770340200000,2026-02-06T01:10:00+00:00,2026-02-06,64490.9426087,64159.7,1,2000.0,64232.97883827|64103.99695305|63975.01506783|63846.03318261|63717.05129740
1770340500000,2026-02-06T01:15:00+00:00,2026-02-06,64353.90282609,63999.99,1,2000.0,64096.48721479|63967.77940913|63839.07160348|63710.36379783|63581.65599218
1770341100000,2026-02-06T01:25:00+00:00,2026-02-06,64333.10717391,64064.81,1,2000.0,64075.77474521|63947.10853087|63818.44231652|63689.77610217|63561.10988782
1770343500000,2026-02-06T02:05:00+00:00,2026-02-06,65547.28,65111.11,2,4000.0,65285.09088000|65153.99632000|65022.90176000|64891.80720000|64760.71264000
1770343800000,2026-02-06T02:10:00+00:00,2026-02-06,65195.56391304,64715.79,2,4000.0,64934.78165739|64804.39052956|64673.99940174|64543.60827391|64413.21714608
1770344400000,2026-02-06T02:20:00+00:00,2026-02-06,64782.00108696,64201.28,3,6000.0,64522.87308261|64393.30908044|64263.74507826|64134.18107609|64004.61707392
1770345900000,2026-02-06T02:45:00+00:00,2026-02-06,65172.05391304,64705.33,2,4000.0,64911.36569739|64781.02158956|64650.67748174|64520.33337391|64389.98926608
1770347100000,2026-02-06T03:05:00+00:00,2026-02-06,64995.41130435,64604.76,2,4000.0,64735.42965913|64605.43883652|64475.44801392|64345.45719131|64215.46636870
1770347400000,2026-02-06T03:10:00+00:00,2026-02-06,64719.17173913,64368.73,1,2000.0,64460.29505217|64330.85670870|64201.41836522|64071.98002174|63942.54167826
1770349200000,2026-02-06T03:40:00+00:00,2026-02-06,64715.51195652,64450.61,1,2000.0,64456.64990869|64327.21888478|64197.78786087|64068.35683695|63938.92581304
1770349500000,2026-02-06T03:45:00+00:00,2026-02-06,64485.20304348,63958.34,3,6000.0,64227.26223131|64098.29182522|63969.32141913|63840.35101305|63711.38060696
1770349800000,2026-02-06T03:50:00+00:00,2026-02-06,64204.87978261,63770.17,2,4000.0,63948.06026348|63819.65050391|63691.24074435|63562.83098478|63434.42122522
1770350400000,2026-02-06T04:00:00+00:00,2026-02-06,64177.92934783,63914.62,1,2000.0,63921.21763044|63792.86177174|63664.50591305|63536.15005435|63407.79419566
1770352500000,2026-02-06T04:35:00+00:00,2026-02-06,64901.77369565,64615.4,1,2000.0,64642.16660087|64512.36305348|64382.55950608|64252.75595869|64122.95241130
1770357300000,2026-02-06T05:55:00+00:00,2026-02-06,66810.89086957,66266.65,3,6000.0,66543.64730609|66410.02552435|66276.40374261|66142.78196087|66009.16017914
1770357900000,2026-02-06T06:05:00+00:00,2026-02-06,66664.91369565,66379.92,1,2000.0,66398.25404087|66264.92421348|66131.59438608|65998.26455869|65864.93473130
1770358200000,2026-02-06T06:10:00+00:00,2026-02-06,66489.21847826,66161.43,1,2000.0,66223.26160435|66090.28316739|65957.30473043|65824.32629348|65691.34785652
1770358500000,2026-02-06T06:15:00+00:00,2026-02-06,66177.23630435,65769.2,2,4000.0,65912.52735913|65780.17288652|65647.81841392|65515.46394131|65383.10946870
1770359400000,2026-02-06T06:30:00+00:00,2026-02-06,65860.19434783,65394.11,2,4000.0,65596.75357044|65465.03318174|65333.31279305|65201.59240435|65069.87201566
1770360000000,2026-02-06T06:40:00+00:00,2026-02-06,65269.94586957,64954.54,1,2000.0,65008.86608609|64878.32619435|64747.78630261|64617.24641087|64486.70651914
1770361200000,2026-02-06T07:00:00+00:00,2026-02-06,65000.03065217,64666.0,1,2000.0,64740.03052956|64610.03046826|64480.03040695|64350.03034565|64220.03028434
1770362700000,2026-02-06T07:25:00+00:00,2026-02-06,65067.27978261,64802.63,1,2000.0,64807.01066348|64676.87610391|64546.74154435|64416.60698478|64286.47242522
1770363900000,2026-02-06T07:45:00+00:00,2026-02-06,65216.45369565,64760.0,2,4000.0,64955.58788087|64825.15497348|64694.72206608|64564.28915869|64433.85625130
1770364800000,2026-02-06T08:00:00+00:00,2026-02-06,64833.44543478,64500.0,1,2000.0,64574.11165304|64444.44476217|64314.77787130|64185.11098043|64055.44408956
1770365700000,2026-02-06T08:15:00+00:00,2026-02-06,65087.0726087,64767.39,1,2000.0,64826.72431827|64696.55017305|64566.37602783|64436.20188261|64306.02773740
1770366600000,2026-02-06T08:30:00+00:00,2026-02-06,64818.62630435,64516.62,1,2000.0,64559.35179913|64429.71454652|64300.07729392|64170.44004131|64040.80278870
1770367200000,2026-02-06T08:40:00+00:00,2026-02-06,64888.94695652,64560.0,1,2000.0,64629.39116869|64499.61327478|64369.83538087|64240.05748695|64110.27959304
1770371700000,2026-02-06T09:55:00+00:00,2026-02-06,66034.12217391,65767.98,1,2000.0,65769.98568521|65637.91744087|65505.84919652|65373.78095217|65241.71270782
1770372600000,2026-02-06T10:10:00+00:00,2026-02-06,65912.83543478,65550.0,1,2000.0,65649.18409304|65517.35842217|65385.53275130|65253.70708043|65121.88140956
1770381000000,2026-02-06T12:30:00+00:00,2026-02-06,66393.80543478,66114.49,1,2000.0,66128.23021304|65995.44260217|65862.65499130|65729.86738043|65597.07976956
1770383100000,2026-02-06T13:05:00+00:00,2026-02-06,66857.76630435,66565.38,1,2000.0,66590.33523913|66456.61970652|66322.90417392|66189.18864131|66055.47310870
1770384300000,2026-02-06T13:25:00+00:00,2026-02-06,67421.38195652,66808.66,3,6000.0,67151.69642869|67016.85366478|66882.01090087|66747.16813695|66612.32537304
1770385800000,2026-02-06T13:50:00+00:00,2026-02-06,67528.12521739,67234.14,1,2000.0,67258.01271652|67122.95646609|66987.90021565|66852.84396522|66717.78771478
1770386400000,2026-02-06T14:00:00+00:00,2026-02-06,67320.78195652,66964.68,1,2000.0,67051.49882869|66916.85726478|66782.21570087|66647.57413695|66512.93257304
1770387300000,2026-02-06T14:15:00+00:00,2026-02-06,67183.66195652,66865.68,1,2000.0,66914.92730869|66780.55998478|66646.19266087|66511.82533695|66377.45801304
1770387600000,2026-02-06T14:20:00+00:00,2026-02-06,66922.78108696,66629.36,1,2000.0,66655.08996261|66521.24440044|66387.39883826|66253.55327609|66119.70771392
1770389700000,2026-02-06T14:55:00+00:00,2026-02-06,68304.29826087,67918.36,1,2000.0,68031.08106783|67894.47247130|67757.86387478|67621.25527826|67484.64668174
1770390000000,2026-02-06T15:00:00+00:00,2026-02-06,68172.89347826,67772.0,1,2000.0,67900.20190435|67763.85611739|67627.51033043|67491.16454348|67354.81875652
1770390600000,2026-02-06T15:10:00+00:00,2026-02-06,68255.46847826,67890.0,1,2000.0,67982.44660435|67845.93566739|67709.42473043|67572.91379348|67436.40285652
1770391500000,2026-02-06T15:25:00+00:00,2026-02-06,68440.30673913,67963.49,2,4000.0,68166.54551217|68029.66489870|67892.78428522|67755.90367174|67619.02305826
1770393000000,2026-02-06T15:50:00+00:00,2026-02-06,68992.75021739,68375.18,3,6000.0,68716.77921652|68578.79371609|68440.80821565|68302.82271522|68164.83721478
1770396900000,2026-02-06T16:55:00+00:00,2026-02-06,70196.37543478,69658.37,2,4000.0,69915.58993304|69775.19718217|69634.80443130|69494.41168043|69354.01892956
1770397200000,2026-02-06T17:00:00+00:00,2026-02-06,69945.22326087,69593.43,1,2000.0,69665.44236783|69525.55192130|69385.66147478|69245.77102826|69105.88058174
1770399300000,2026-02-06T17:35:00+00:00,2026-02-06,71157.98608696,70749.64,1,2000.0,70873.35414261|70731.03817044|70588.72219826|70446.40622609|70304.09025392
1770399900000,2026-02-06T17:45:00+00:00,2026-02-06,71069.37565217,70753.35,1,2000.0,70785.09814956|70642.95939826|70500.82064695|70358.68189565|70216.54314434
1770400200000,2026-02-06T17:50:00+00:00,2026-02-06,70933.08521739,70542.09,1,2000.0,70649.35287652|70507.48670609|70365.62053565|70223.75436522|70081.88819478
1770400800000,2026-02-06T18:00:00+00:00,2026-02-06,70773.52391304,70480.87,1,2000.0,70490.42981739|70348.88276956|70207.33572174|70065.78867391|69924.24162608
1770401100000,2026-02-06T18:05:00+00:00,2026-02-06,70532.67869565,69686.88,4,8000.0,70250.54798087|70109.48262348|69968.41726608|69827.35190869|69686.28655130
1770402000000,2026-02-06T18:20:00+00:00,2026-02-06,69909.36978261,69340.91,3,6000.0,69629.73230348|69489.91356391|69350.09482435|69210.27608478|69070.45734522
1770403800000,2026-02-06T18:50:00+00:00,2026-02-06,70146.94086957,69801.22,1,2000.0,69866.35310609|69726.05922435|69585.76534261|69445.47146087|69305.17757914
1770408300000,2026-02-06T20:05:00+00:00,2026-02-06,70734.01673913,70420.06,1,2000.0,70451.08067217|70309.61263870|70168.14460522|70026.67657174|69885.20853826
1770410100000,2026-02-06T20:35:00+00:00,2026-02-06,70776.01173913,70400.0,1,2000.0,70492.90769217|70351.35566870|70209.80364522|70068.25162174|69926.69959826
1770411300000,2026-02-06T20:55:00+00:00,2026-02-06,70402.34782609,70000.12,1,2000.0,70120.73843479|69979.93373913|69839.12904348|69698.32434783|69557.51965218
1770411900000,2026-02-06T21:05:00+00:00,2026-02-06,70157.71304348,69837.35,1,2000.0,69877.08219131|69736.76676522|69596.45133913|69456.13591305|69315.82048696
1770413400000,2026-02-06T21:30:00+00:00,2026-02-06,70413.69608696,70112.85,1,2000.0,70132.04130261|69991.21391044|69850.38651826|69709.55912609|69568.73173392
1770415800000,2026-02-06T22:10:00+00:00,2026-02-06,70658.76282609,70320.0,1,2000.0,70376.12777479|70234.81024913|70093.49272348|69952.17519783|69810.85767218
1770419100000,2026-02-06T23:05:00+00:00,2026-02-06,71672.91130435,71376.0,1,2000.0,71386.21965913|71242.87383652|71099.52801392|70956.18219131|70812.83636870
1770419400000,2026-02-06T23:10:00+00:00,2026-02-06,71408.82847826,71065.95,1,2000.0,71123.19316435|70980.37550739|70837.55785043|70694.74019348|70551.92253652
1770419700000,2026-02-06T23:15:00+00:00,2026-02-06,71126.31065217,70607.15,2,4000.0,70841.80540956|70699.55278826|70557.30016695|70415.04754565|70272.79492434
1770422400000,2026-02-07T00:00:00+00:00,2026-02-07,70577.64586957,70179.78,1,2000.0,70295.33528609|70154.17999435|70013.02470261|69871.86941087|69730.71411914
1770423900000,2026-02-07T00:25:00+00:00,2026-02-07,70361.15717391,70076.71,1,2000.0,70079.71254521|69938.99023087|69798.26791652|69657.54560217|69516.82328782
1770438300000,2026-02-07T04:25:00+00:00,2026-02-07,71544.485,71074.24,2,4000.0,71258.30706000|71115.21809000|70972.12912000|70829.04015000|70685.95118000
1770438900000,2026-02-07T04:35:00+00:00,2026-02-07,71168.5423913,70871.08,1,2000.0,70883.86822173|70741.53113695|70599.19405217|70456.85696739|70314.51988260
1770441900000,2026-02-07T05:25:00+00:00,2026-02-07,71078.96586957,70168.47,5,10000.0,70794.65000609|70652.49207435|70510.33414261|70368.17621087|70226.01827914
1770443400000,2026-02-07T05:50:00+00:00,2026-02-07,70218.95891304,69800.0,1,2000.0,69938.08307739|69797.64515956|69657.20724174|69516.76932391|69376.33140608
1770444300000,2026-02-07T06:05:00+00:00,2026-02-07,70176.6373913,69852.03,1,2000.0,69895.93084173|69755.57756695|69615.22429217|69474.87101739|69334.51774260
1770446400000,2026-02-07T06:40:00+00:00,2026-02-07,70234.39913043,69811.9,2,4000.0,69953.46153391|69812.99273565|69672.52393739|69532.05513913|69391.58634086
1770446700000,2026-02-07T06:45:00+00:00,2026-02-07,70073.00956522,69771.4,1,2000.0,69792.71752696|69652.57150783|69512.42548870|69372.27946957|69232.13345044
1770447000000,2026-02-07T06:50:00+00:00,2026-02-07,69796.43456522,69344.52,2,4000.0,69517.24882696|69377.65595783|69238.06308870|69098.47021957|68958.87735044
1770447300000,2026-02-07T06:55:00+00:00,2026-02-07,69370.13521739,68757.68,3,6000.0,69092.65467652|68953.91440609|68815.17413565|68676.43386522|68537.69359478
1770447900000,2026-02-07T07:05:00+00:00,2026-02-07,68779.96956522,68268.0,2,4000.0,68504.84968696|68367.28974783|68229.72980870|68092.16986957|67954.60993044
1770448200000,2026-02-07T07:10:00+00:00,2026-02-07,68502.96608696,67941.3,3,6000.0,68228.95422261|68091.94829044|67954.94235826|67817.93642609|67680.93049392
1770448500000,2026-02-07T07:15:00+00:00,2026-02-07,68012.32434783,67348.33,3,6000.0,67740.27505044|67604.25040174|67468.22575305|67332.20110435|67196.17645566
1770449400000,2026-02-07T07:30:00+00:00,2026-02-07,68000.56217391,67556.23,2,4000.0,67728.55992521|67592.55880087|67456.55767652|67320.55655217|67184.55542782
1770450300000,2026-02-07T07:45:00+00:00,2026-02-07,68482.62695652,67300.0,5,10000.0,68208.69644869|68071.73119478|67934.76594087|67797.80068695|67660.83543304
1770451200000,2026-02-07T08:00:00+00:00,2026-02-07,68119.66478261,67747.65,1,2000.0,67847.18612348|67710.94679391|67574.70746435|67438.46813478|67302.22880522
1770453300000,2026-02-07T08:35:00+00:00,2026-02-07,68640.09043478,68336.15,1,2000.0,68365.53007304|68228.24989217|68090.96971130|67953.68953043|67816.40934956
1770456600000,2026-02-07T09:30:00+00:00,2026-02-07,68485.955,68069.21,2,4000.0,68212.01118000|68075.03927000|67938.06736000|67801.09545000|67664.12354000
1770460500000,2026-02-07T10:35:00+00:00,2026-02-07,67867.22978261,67582.48,1,2000.0,67595.76086348|67460.02640391|67324.29194435|67188.55748478|67052.82302522
1770466800000,2026-02-07T12:20:00+00:00,2026-02-07,69749.0223913,69200.0,2,4000.0,69470.02630173|69330.52825695|69191.03021217|69051.53216739|68912.03412260
1770467700000,2026-02-07T12:35:00+00:00,2026-02-07,69605.13130435,69290.13,1,2000.0,69326.71077913|69187.50051652|69048.29025392|68909.07999131|68769.86972870
1770468600000,2026-02-07T12:50:00+00:00,2026-02-07,69238.66478261,68813.75,2,4000.0,68961.71012348|68823.23279391|68684.75546435|68546.27813478|68407.80080522
1770474900000,2026-02-07T14:35:00+00:00,2026-02-07,68924.52695652,68452.88,2,4000.0,68648.82884869|68510.97979478|68373.13074087|68235.28168695|68097.43263304
1770475500000,2026-02-07T14:45:00+00:00,2026-02-07,68793.24978261,68358.75,2,4000.0,68518.07678348|68380.49028391|68242.90378435|68105.31728478|67967.73078522
1770479400000,2026-02-07T15:50:00+00:00,2026-02-07,69348.96543478,69048.01,1,2000.0,69071.56957304|68932.87164217|68794.17371130|68655.47578043|68516.77784956
1770483900000,2026-02-07T17:05:00+00:00,2026-02-07,69070.81934783,68722.66,1,2000.0,68794.53607044|68656.39443174|68518.25279305|68380.11115435|68241.96951566
1770505500000,2026-02-07T23:05:00+00:00,2026-02-07,69239.15065217,68863.13,1,2000.0,68962.19404956|68823.71574826|68685.23744695|68546.75914565|68408.28084434
1770546000000,2026-02-08T10:20:00+00:00,2026-02-08,70286.53630435,69890.52,1,2000.0,70005.39015913|69864.81708652|69724.24401392|69583.67094131|69443.09786870
1770564300000,2026-02-08T15:25:00+00:00,2026-02-08,71202.75,70786.18,1,2000.0,70917.93900000|70775.53350000|70633.12800000|70490.72250000|70348.31700000
1770569100000,2026-02-08T16:45:00+00:00,2026-02-08,70790.39695652,70392.0,1,2000.0,70507.23536869|70365.65457478|70224.07378087|70082.49298695|69940.91219304
1770571200000,2026-02-08T17:20:00+00:00,2026-02-08,70773.2273913,70466.4,1,2000.0,70490.13448173|70348.58802695|70207.04157217|70065.49511739|69923.94866260
1770580800000,2026-02-08T20:00:00+00:00,2026-02-08,71417.78891304,70914.93,2,4000.0,71132.11775739|70989.28217956|70846.44660174|70703.61102391|70560.77544608
1770592200000,2026-02-08T23:10:00+00:00,2026-02-08,71914.92217391,71202.5,3,6000.0,71627.26248521|71483.43264087|71339.60279652|71195.77295217|71051.94310782
1770592800000,2026-02-08T23:20:00+00:00,2026-02-08,71254.19413043,70342.88,5,10000.0,70969.17735391|70826.66896565|70684.16057739|70541.65218913|70399.14380086
1770593400000,2026-02-08T23:30:00+00:00,2026-02-08,70567.4976087,70128.0,2,4000.0,70285.22761827|70144.09262305|70002.95762783|69861.82263261|69720.68763740
1770594900000,2026-02-08T23:55:00+00:00,2026-02-08,70561.365,70252.0,1,2000.0,70279.11954000|70137.99681000|69996.87408000|69855.75135000|69714.62862000
1770596700000,2026-02-09T00:25:00+00:00,2026-02-09,70734.30217391,70450.0,1,2000.0,70451.36496521|70309.89636087|70168.42775652|70026.95915217|69885.49054782
1770601200000,2026-02-09T01:40:00+00:00,2026-02-09,70488.24673913,70068.18,1,2000.0,70206.29375217|70065.31725870|69924.34076522|69783.36427174|69642.38777826
1770616800000,2026-02-09T06:00:00+00:00,2026-02-09,71037.42130435,70750.3,1,2000.0,70753.27161913|70611.19677652|70469.12193392|70327.04709131|70184.97224870
1770617700000,2026-02-09T06:15:00+00:00,2026-02-09,70895.46565217,70461.97,2,4000.0,70611.88378956|70470.09285826|70328.30192695|70186.51099565|70044.72006434
1770625800000,2026-02-09T08:30:00+00:00,2026-02-09,70092.59065217,69393.97,3,6000.0,69812.22028956|69672.03510826|69531.84992695|69391.66474565|69251.47956434
1770632100000,2026-02-09T10:15:00+00:00,2026-02-09,69558.15195652,69151.4,1,2000.0,69279.91934869|69140.80304478|69001.68674087|68862.57043695|68723.45413304
1770633000000,2026-02-09T10:30:00+00:00,2026-02-09,69036.92978261,68670.58,1,2000.0,68760.78206348|68622.70820391|68484.63434435|68346.56048478|68208.48662522
1770633600000,2026-02-09T10:40:00+00:00,2026-02-09,68704.74434783,68420.58,1,2000.0,68429.92537044|68292.51588174|68155.10639305|68017.69690435|67880.28741566
1770645900000,2026-02-09T14:05:00+00:00,2026-02-09,68718.98869565,68372.0,1,2000.0,68444.11274087|68306.67476348|68169.23678608|68031.79880869|67894.36083130
1770647400000,2026-02-09T14:30:00+00:00,2026-02-09,68992.81543478,68655.42,1,2000.0,68716.84417304|68578.85854217|68440.87291130|68302.88728043|68164.90164956
1770650400000,2026-02-09T15:20:00+00:00,2026-02-09,69370.75456522,68982.9,1,2000.0,69093.27154696|68954.53003783|68815.78852870|68677.04701957|68538.30551044
1770653100000,2026-02-09T16:05:00+00:00,2026-02-09,69488.48543478,69135.48,1,2000.0,69210.53149304|69071.55452217|68932.57755130|68793.60058043|68654.62360956
1770660300000,2026-02-09T18:05:00+00:00,2026-02-09,70842.55,70553.49,1,2000.0,70559.17980000|70417.49470000|70275.80960000|70134.12450000|69992.43940000
1770661200000,2026-02-09T18:20:00+00:00,2026-02-09,70496.43195652,70150.01,1,2000.0,70214.44622869|70073.45336478|69932.46050087|69791.46763695|69650.47477304
1770668100000,2026-02-09T20:15:00+00:00,2026-02-09,70992.36673913,70598.1,1,2000.0,70708.39727217|70566.41253870|70424.42780522|70282.44307174|70140.45833826
1770672600000,2026-02-09T21:30:00+00:00,2026-02-09,70332.7326087,69942.56,1,2000.0,70051.40167827|69910.73621305|69770.07074783|69629.40528261|69488.73981740
1770693300000,2026-02-10T03:15:00+00:00,2026-02-10,69842.95586957,69555.0,1,2000.0,69563.58404609|69423.89813435|69284.21222261|69144.52631087|69004.84039914
1770694200000,2026-02-10T03:30:00+00:00,2026-02-10,69555.93217391,69208.61,1,2000.0,69277.70844521|69138.59658087|68999.48471652|68860.37285217|68721.26098782
1770702000000,2026-02-10T05:40:00+00:00,2026-02-10,69616.925,69291.8,1,2000.0,69338.45730000|69199.22345000|69059.98960000|68920.75575000|68781.52190000
1770705900000,2026-02-10T06:45:00+00:00,2026-02-10,69038.9423913,68682.0,1,2000.0,68762.78662173|68624.70873695|68486.63085217|68348.55296739|68210.47508260
1770723600000,2026-02-10T11:40:00+00:00,2026-02-10,69001.88478261,68531.5,2,4000.0,68725.87724348|68587.87347391|68449.86970435|68311.86593478|68173.86216522
